ticket_id,customer_id,created_date,category,priority,status
TK-16436,C-1902,07/10/2024,Onboarding,Low,Open
TK-16437,C-1902,14/10/2024,Technical,Critical,Resolved
TK-16438,C-1902,15/10/2024,Billing,Critical,Resolved
TK-16439,C-1902,22/10/2024,Billing,Medium,Resolved
TK-16440,C-1902,04/11/2024,Account,Medium,In Progress
TK-16441,C-1902,05/11/2024,Account,High,Closed
TK-16442,C-1902,06-Nov-24,Feature Request,Medium,Closed
TK-16443,C-1902,11/11/2024,Billing,Medium,In Progress
TK-16444,C-1902,17/11/2024,Technical,High,Closed
TK-16445,C-1902,22/11/2024,Billing,High,Closed
TK-16446,C-1902,29/12/2024,Billing,Medium,Closed
TK-16447,C-1902,29/12/2024,Billing,Medium,Open
TK-16448,C-1903,06/10/2024,Technical,Medium,Closed
TK-16449,C-1903,08/10/2024,Feature Request,Critical,Closed
TK-16450,C-1903,17/10/2024,Billing,High,Closed
TK-16451,C-1903,20/10/2024,Billing,High,Closed
TK-16452,C-1903,14-Nov-24,Billing,Medium,In Progress
TK-16453,C-1903,22/11/2024,Billing,Medium,Closed
TK-16454,C-1903,23/11/2024,Technical,High,Closed
TK-16455,C-1903,24/11/2024,Technical,Low,Resolved
TK-16456,C-1903,02/12/2024,Technical,Low,Closed
TK-16457,C-1903,03/12/2024,Technical,Medium,Resolved
TK-16458,C-1903,07/12/2024,Feature Request,Medium,Resolved
TK-16459,C-1903,13/12/2024,Billing,High,Resolved
TK-16460,C-1903,10/16/2024,Technical,Low,Resolved
TK-16461,C-1903,12/13/2024,Billing,High,Closed
TK-16462,C-1903,12/20/2024,Onboarding,High,In Progress
TK-16463,C-1904,17-Jul-24,Technical,Medium,In Progress
TK-16464,C-1904,05/09/2024,Technical,Low,Closed
TK-16465,C-1904,02/11/2024,Technical,Low,Closed
TK-16466,C-1904,19/11/2024,Account,Critical,Closed
TK-16467,C-1904,17/12/2024,Billing,Critical,Resolved
TK-16468,C-1904,24-Dec-24,Billing,Low,Resolved
TK-16469,C-1905,01/01/2024,Technical,High,Resolved
TK-16470,C-1905,08/02/2024,Technical,High,Closed
TK-16471,C-1905,11/05/2024,Technical,High,Resolved
TK-16472,C-1905,08/10/2024,Technical,Critical,Resolved
TK-16473,C-1905,13/10/2024,Feature Request,Medium,Closed
TK-16474,C-1905,27/10/2024,Account,Medium,Closed
TK-16475,C-1905,28/10/2024,Billing,Medium,In Progress
TK-16476,C-1905,01/11/2024,Feature Request,Low,Closed
TK-16477,C-1905,05/11/2024,Account,High,Closed
TK-16478,C-1905,07/11/2024,Account,Medium,Open
TK-16479,C-1905,10/11/2024,Billing,Medium,Closed
TK-16480,C-1905,08/12/2024,Technical,Medium,In Progress
TK-16481,C-1906,12/03/2024,Feature Request,Medium,Closed
TK-16482,C-1907,13/03/2024,Billing,Low,Closed
TK-16483,C-1907,23/10/2024,Billing,High,Resolved
TK-16484,C-1907,26/10/2024,Billing,High,In Progress
TK-16485,C-1907,01/11/2024,Technical,Low,Open
TK-16486,C-1907,12/11/2024,Account,High,Closed
TK-16487,C-1908,26/06/2024,Feature Request,Medium,Open
TK-16488,C-1908,03/10/2024,Feature Request,Medium,Closed
TK-16489,C-1908,31/10/2024,Technical,High,Closed
TK-16490,C-1908,13/11/2024,Onboarding,High,In Progress
TK-16491,C-1908,14/11/2024,Feature Request,Medium,Closed
TK-16492,C-1908,15-Nov-24,Billing,Medium,Closed
TK-16493,C-1908,22/11/2024,Technical,High,Closed
TK-16494,C-1908,01/12/2024,Billing,Medium,Closed
TK-16495,C-1908,05/12/2024,Account,High,Closed
TK-16496,C-1908,13/12/2024,Account,Medium,Closed
TK-16497,C-1908,17/12/2024,Technical,Low,Closed
TK-16498,C-1908,28/12/2024,Feature Request,Medium,Resolved
TK-16499,C-1908,10/15/2024,Billing,Low,In Progress
TK-16500,C-1909,14/02/2024,Onboarding,High,In Progress
TK-16501,C-1909,09/07/2024,Billing,High,Resolved
TK-16502,C-1909,03/10/2024,Technical,Low,In Progress
TK-16503,C-1910,27/05/2024,Technical,Medium,In Progress
TK-16504,C-1910,07/10/2024,Billing,Low,In Progress
TK-16505,C-1910,24/11/2024,Account,Medium,In Progress
TK-16506,C-1910,28/11/2024,Technical,Medium,Closed
TK-16507,C-1910,28/11/2024,Feature Request,Critical,In Progress
TK-16508,C-1910,14/12/2024,Technical,Low,Closed
TK-16509,C-1910,24/12/2024,Billing,High,Closed
TK-16510,C-1911,05-Oct-24,Feature Request,Medium,In Progress
TK-16511,C-1911,22/10/2024,Account,Low,Closed
TK-16512,C-1911,08/11/2024,Billing,High,Closed
TK-16513,C-1911,20/11/2024,Account,High,In Progress
TK-16514,C-1911,13/12/2024,Technical,High,Closed
TK-16515,C-1911,17/12/2024,Billing,High,Resolved
TK-16516,C-1911,05/22/2024,Billing,High,In Progress
TK-16517,C-1912,08-Jul-24,Billing,Low,In Progress
TK-16518,C-1912,24/10/2024,Technical,High,Resolved
TK-16519,C-1912,28/10/2024,Technical,Low,Resolved
TK-16520,C-1912,31/10/2024,Technical,Medium,Resolved
TK-16521,C-1912,29/11/2024,Billing,Medium,Open
TK-16522,C-1912,01/12/2024,Billing,Low,Closed
TK-16523,C-1912,12-Dec-24,Billing,Medium,In Progress
TK-16524,C-1912,13/12/2024,Technical,Low,Resolved
TK-16525,C-1912,20/12/2024,Billing,High,Resolved
TK-16526,C-1912,28/12/2024,Onboarding,High,Resolved
TK-16527,C-1913,14/09/2024,Feature Request,Low,Resolved
TK-16528,C-1913,19/10/2024,Billing,Low,Resolved
TK-16529,C-1913,03/11/2024,Technical,High,Open
TK-16530,C-1913,04/11/2024,Technical,Medium,Closed
TK-16531,C-1913,09-Nov-24,Account,Medium,Closed
TK-16532,C-1913,22/11/2024,Technical,Low,Open
TK-16533,C-1913,24/11/2024,Feature Request,Medium,Closed
TK-16534,C-1913,03/12/2024,Technical,Low,Open
TK-16535,C-1913,21/12/2024,Technical,Medium,Closed
TK-16536,C-1913,21/12/2024,Technical,Medium,Closed
TK-16537,C-1913,28-Dec-24,Technical,High,Closed
TK-16538,C-1913,28-Dec-24,Billing,Medium,In Progress
TK-16539,C-1913,29/12/2024,Technical,High,Resolved
TK-16540,C-1913,29/12/2024,Billing,Medium,Closed
TK-16541,C-1914,10/04/2024,Technical,High,Resolved
TK-16542,C-1914,07/10/2024,Account,Medium,Closed
TK-16543,C-1914,14/10/2024,Billing,Low,Resolved
TK-16544,C-1914,16-Oct-24,Billing,Medium,Closed
TK-16545,C-1914,06/11/2024,Billing,Low,Closed
TK-16546,C-1914,08/11/2024,Account,Low,In Progress
TK-16547,C-1914,11/11/2024,Billing,Medium,Closed
TK-16548,C-1914,22/11/2024,Feature Request,Low,Closed
TK-16549,C-1914,15/12/2024,Feature Request,Medium,Resolved
TK-16550,C-1914,11/19/2024,Onboarding,High,In Progress
TK-16551,C-1915,27/03/2024,Technical,Medium,Resolved
TK-16552,C-1915,20/04/2024,Account,High,Closed
TK-16553,C-1915,09/10/2024,Technical,Medium,Closed
TK-16554,C-1915,15/12/2024,Account,Low,Resolved
TK-16555,C-1915,15/12/2024,Account,Critical,Resolved
TK-16556,C-1915,24/12/2024,Account,Low,Open
TK-16557,C-1916,08/10/2024,Feature Request,Low,Resolved
TK-16558,C-1916,02/11/2024,Technical,Low,Resolved
TK-16559,C-1916,02-Nov-24,Technical,Low,In Progress
TK-16560,C-1916,03/11/2024,Technical,Medium,Closed
TK-16561,C-1916,11/11/2024,Feature Request,Medium,Resolved
TK-16562,C-1916,18/11/2024,Billing,Low,Resolved
TK-16563,C-1916,01/12/2024,Onboarding,Medium,Resolved
TK-16564,C-1916,04/12/2024,Technical,High,Closed
TK-16565,C-1916,06/12/2024,Technical,High,Closed
TK-16566,C-1916,12/12/2024,Billing,Medium,Resolved
TK-16567,C-1916,13/12/2024,Technical,Medium,Resolved
TK-16568,C-1916,14/12/2024,Billing,High,Closed
TK-16569,C-1916,21/12/2024,Feature Request,Low,In Progress
TK-16570,C-1916,22/12/2024,Feature Request,Medium,In Progress
TK-16571,C-1917,08/10/2024,Account,Medium,In Progress
TK-16572,C-1917,21/10/2024,Billing,High,Open
TK-16573,C-1917,04/11/2024,Technical,Medium,Resolved
TK-16574,C-1917,09/11/2024,Technical,Medium,Closed
TK-16575,C-1917,09/11/2024,Onboarding,Medium,Resolved
TK-16576,C-1917,12/11/2024,Technical,Medium,Closed
TK-16577,C-1917,13/11/2024,Account,Medium,Closed
TK-16578,C-1917,24/11/2024,Technical,Low,Open
TK-16579,C-1917,04/12/2024,Technical,Low,Resolved
TK-16580,C-1917,10/14/2024,Billing,Medium,In Progress
TK-16581,C-1918,27/10/2024,Account,Low,Closed
TK-16582,C-1918,31/10/2024,Technical,Low,Resolved
TK-16583,C-1918,31-Oct-24,Feature Request,Low,Closed
TK-16584,C-1918,27/12/2024,Onboarding,Low,Resolved
TK-16585,C-1919,26-Sep-24,Billing,Medium,In Progress
TK-16586,C-1919,18/10/2024,Technical,High,Resolved
TK-16587,C-1919,23/10/2024,Onboarding,High,In Progress
TK-16588,C-1919,01/11/2024,Technical,Medium,Resolved
TK-16589,C-1919,03/11/2024,Feature Request,High,Closed
TK-16590,C-1919,14/11/2024,Billing,Low,Closed
TK-16591,C-1919,19/11/2024,Account,Low,Resolved
TK-16592,C-1919,20/11/2024,Feature Request,Low,In Progress
TK-16593,C-1919,07/12/2024,Technical,Medium,Open
TK-16594,C-1919,16/12/2024,Billing,Critical,In Progress
TK-16595,C-1919,24/12/2024,Technical,Critical,Closed
TK-16596,C-1919,28/12/2024,Technical,Critical,Closed
TK-16597,C-1920,05/03/2024,Feature Request,Low,Resolved
TK-16598,C-1920,21/07/2024,Onboarding,High,Closed
TK-16599,C-1920,07/10/2024,Onboarding,Medium,Closed
TK-16600,C-1920,09/11/2024,Billing,High,Resolved
TK-16601,C-1920,11/11/2024,Technical,Low,Closed
TK-16602,C-1920,19/11/2024,Account,High,Open
TK-16603,C-1920,24/11/2024,Billing,Low,Resolved
TK-16604,C-1920,10/12/2024,Feature Request,Medium,Resolved
TK-16605,C-1920,22/12/2024,Billing,Medium,Closed
TK-16606,C-1920,26/12/2024,Feature Request,Medium,In Progress
TK-16607,C-1921,07/11/2024,Feature Request,Low,Open
TK-16608,C-1921,09/11/2024,Feature Request,High,Resolved
TK-16609,C-1921,16/11/2024,Technical,Low,Resolved
TK-16610,C-1921,24/11/2024,Technical,Medium,Closed
TK-16611,C-1921,10/16/2024,Technical,High,Resolved
TK-16612,C-1921,10/20/2024,Onboarding,Medium,Resolved
TK-16613,C-1921,12/29/2024,Technical,Critical,Closed
TK-16614,C-1922,19/09/2024,Account,High,In Progress
TK-16615,C-1922,10/10/2024,Billing,Medium,Resolved
TK-16616,C-1922,30/10/2024,Billing,Low,Closed
TK-16617,C-1922,17/11/2024,Account,Medium,Resolved
TK-16618,C-1922,18/11/2024,Technical,Medium,Resolved
TK-16619,C-1922,20/11/2024,Technical,Medium,Closed
TK-16620,C-1922,10/12/2024,Feature Request,Medium,In Progress
TK-16621,C-1922,12/15/2024,Billing,Medium,Closed
TK-16622,C-1923,12/06/2024,Account,Low,Closed
TK-16623,C-1924,22/05/2024,Technical,Medium,Closed
TK-16624,C-1924,05/10/2024,Technical,High,Closed
TK-16625,C-1925,27/03/2024,Billing,Medium,Closed
TK-16626,C-1925,27/09/2024,Account,Critical,In Progress
TK-16627,C-1925,05/10/2024,Onboarding,Medium,In Progress
TK-16628,C-1925,16/10/2024,Technical,Medium,Resolved
TK-16629,C-1925,28/10/2024,Billing,Critical,Resolved
TK-16630,C-1925,30/10/2024,Technical,Medium,Resolved
TK-16631,C-1925,31/10/2024,Technical,High,Resolved
TK-16632,C-1925,06/11/2024,Billing,High,Resolved
TK-16633,C-1925,08/11/2024,Feature Request,Low,Closed
TK-16634,C-1925,08/11/2024,Technical,High,Resolved
TK-16635,C-1925,17/11/2024,Billing,Critical,In Progress
TK-16636,C-1925,30/11/2024,Account,High,Closed
TK-16637,C-1925,05/12/2024,Billing,Medium,Closed
TK-16638,C-1925,09/12/2024,Feature Request,Low,In Progress
TK-16639,C-1925,12/12/2024,Billing,Critical,In Progress
TK-16640,C-1925,26/12/2024,Billing,Critical,In Progress
TK-16641,C-1925,27/12/2024,Technical,Medium,Closed
TK-16642,C-1926,25/02/2024,Account,Low,Resolved
TK-16643,C-1926,22/10/2024,Billing,Medium,In Progress
TK-16644,C-1926,02/11/2024,Billing,Low,Resolved
TK-16645,C-1926,10/12/2024,Technical,Medium,Closed
TK-16646,C-1926,23/12/2024,Billing,Low,Resolved
TK-16647,C-1926,12/16/2024,Feature Request,Medium,Resolved
TK-16648,C-1927,05/10/2024,Billing,High,Closed
TK-16649,C-1927,10/10/2024,Technical,Critical,In Progress
TK-16650,C-1927,01/11/2024,Technical,Medium,Closed
TK-16651,C-1927,10/11/2024,Technical,Medium,Resolved
TK-16652,C-1927,02-Dec-24,Technical,High,Open
TK-16653,C-1927,23/12/2024,Account,Critical,Closed
TK-16654,C-1927,26-Dec-24,Technical,High,Closed
TK-16655,C-1927,10/29/2024,Account,Medium,Open
TK-16656,C-1928,04/11/2024,Technical,Low,Resolved
TK-16657,C-1928,11/11/2024,Technical,Medium,Resolved
TK-16658,C-1928,04/12/2024,Billing,Medium,In Progress
TK-16659,C-1928,12/12/2024,Account,Medium,Closed
TK-16660,C-1929,15/07/2024,Technical,High,In Progress
TK-16661,C-1929,06/10/2024,Technical,Low,Resolved
TK-16662,C-1929,20/10/2024,Billing,Medium,Resolved
TK-16663,C-1929,25/10/2024,Billing,High,In Progress
TK-16664,C-1929,09/11/2024,Account,Low,Resolved
TK-16665,C-1929,17/11/2024,Account,Low,Resolved
TK-16666,C-1929,17/12/2024,Technical,Medium,In Progress
TK-16667,C-1929,06/20/2024,Onboarding,High,Closed
TK-16668,C-1930,30/04/2024,Billing,High,Closed
TK-16669,C-1930,23/06/2024,Billing,Medium,Closed
TK-16670,C-1930,13/10/2024,Feature Request,Critical,Closed
TK-16671,C-1930,17/11/2024,Account,Low,In Progress
TK-16672,C-1930,20/11/2024,Onboarding,Medium,Resolved
TK-16673,C-1930,23/11/2024,Billing,Medium,Closed
TK-16674,C-1930,07/12/2024,Technical,Critical,Open
TK-16675,C-1930,10/12/2024,Technical,Critical,Resolved
TK-16676,C-1930,11/12/2024,Billing,High,Closed
TK-16677,C-1930,13-Dec-24,Feature Request,High,In Progress
TK-16678,C-1930,15/12/2024,Technical,Medium,Closed
TK-16679,C-1930,21/12/2024,Technical,Low,Closed
TK-16680,C-1930,10/14/2024,Billing,Medium,Closed
TK-16681,C-1930,12/25/2024,Billing,High,Closed
TK-16682,C-1931,13/02/2024,Account,Low,Closed
TK-16683,C-1931,01/08/2024,Onboarding,Medium,Resolved
TK-16684,C-1932,01/08/2024,Technical,Medium,Closed
TK-16685,C-1932,05/10/2024,Billing,Medium,Resolved
TK-16686,C-1932,08/10/2024,Technical,Low,Resolved
TK-16687,C-1932,11/10/2024,Feature Request,Critical,Closed
TK-16688,C-1932,13/10/2024,Billing,Low,Resolved
TK-16689,C-1932,24/10/2024,Feature Request,Low,Resolved
TK-16690,C-1932,25/10/2024,Feature Request,Medium,Resolved
TK-16691,C-1932,04/11/2024,Billing,High,Closed
TK-16692,C-1932,05/11/2024,Billing,High,In Progress
TK-16693,C-1932,06/11/2024,Technical,Medium,Resolved
TK-16694,C-1932,13/11/2024,Billing,Medium,Resolved
TK-16695,C-1932,13/11/2024,Technical,High,Resolved
TK-16696,C-1932,15/11/2024,Billing,Low,Resolved
TK-16697,C-1932,15/12/2024,Feature Request,Medium,Closed
TK-16698,C-1932,16/12/2024,Account,Critical,Closed
TK-16699,C-1932,24/12/2024,Account,Medium,Closed
TK-16700,C-1933,16/02/2024,Account,Low,Closed
TK-16701,C-1933,09/10/2024,Onboarding,Medium,Closed
TK-16702,C-1933,06/11/2024,Account,High,Resolved
TK-16703,C-1933,07/11/2024,Technical,Medium,Open
TK-16704,C-1933,14/11/2024,Billing,High,Resolved
TK-16705,C-1933,16/11/2024,Technical,Critical,Closed
TK-16706,C-1933,20/11/2024,Technical,High,Closed
TK-16707,C-1933,06/12/2024,Billing,High,Resolved
TK-16708,C-1933,27/12/2024,Billing,High,Resolved
TK-16709,C-1933,12/23/2024,Onboarding,High,Closed
TK-16710,C-1934,04/03/2024,Billing,Medium,Resolved
TK-16711,C-1934,26/10/2024,Technical,High,Closed
TK-16712,C-1934,31-Oct-24,Billing,Medium,Closed
TK-16713,C-1934,03/11/2024,Technical,High,In Progress
TK-16714,C-1934,10/11/2024,Onboarding,High,In Progress
TK-16715,C-1935,06/09/2024,Onboarding,High,Closed
TK-16716,C-1935,26/10/2024,Technical,Low,Open
TK-16717,C-1935,29/10/2024,Billing,Low,Closed
TK-16718,C-1935,04/11/2024,Account,Medium,Closed
TK-16719,C-1935,05/11/2024,Technical,High,Resolved
TK-16720,C-1935,11/11/2024,Billing,Medium,Open
TK-16721,C-1935,17/11/2024,Billing,Medium,Open
TK-16722,C-1935,22/11/2024,Technical,Critical,Closed
TK-16723,C-1935,25/11/2024,Billing,Low,Closed
TK-16724,C-1935,22/12/2024,Billing,Medium,In Progress
TK-16725,C-1935,22/12/2024,Billing,Medium,In Progress
TK-16726,C-1935,30/12/2024,Feature Request,Medium,Closed
TK-16727,C-1936,05/01/2024,Technical,Medium,Resolved
TK-16728,C-1936,30/06/2024,Account,Low,Resolved
TK-16729,C-1936,04/10/2024,Technical,Medium,Resolved
TK-16730,C-1936,29/10/2024,Technical,Low,Closed
TK-16731,C-1936,02/11/2024,Technical,Medium,Resolved
TK-16732,C-1936,04/11/2024,Technical,Medium,Resolved
TK-16733,C-1936,10-Nov-24,Feature Request,Medium,Resolved
TK-16734,C-1936,27/11/2024,Billing,High,Closed
TK-16735,C-1936,27/11/2024,Billing,Critical,Open
TK-16736,C-1936,06/12/2024,Technical,Low,Open
TK-16737,C-1936,13/12/2024,Technical,Medium,In Progress
TK-16738,C-1936,21/12/2024,Billing,Low,Closed
TK-16739,C-1937,25/10/2024,Account,Medium,Resolved
TK-16740,C-1938,31/08/2024,Onboarding,Low,Closed
TK-16741,C-1938,05/12/2024,Billing,Medium,Closed
TK-16742,C-1938,16/12/2024,Technical,High,Closed
TK-16743,C-1938,24/12/2024,Technical,Medium,Open
TK-16744,C-1938,29/12/2024,Technical,Medium,In Progress
TK-16745,C-1939,04/10/2024,Technical,Medium,Resolved
TK-16746,C-1939,20/10/2024,Billing,Critical,Resolved
TK-16747,C-1939,27/10/2024,Billing,High,Open
TK-16748,C-1939,06/12/2024,Onboarding,Low,Closed
TK-16749,C-1939,14/12/2024,Technical,Medium,Resolved
TK-16750,C-1939,24/12/2024,Account,Medium,In Progress
TK-16751,C-1939,10/31/2024,Technical,Low,Closed
TK-16752,C-1940,14/10/2024,Technical,Critical,Closed
TK-16753,C-1940,26/10/2024,Feature Request,Medium,In Progress
TK-16754,C-1940,21/11/2024,Technical,Medium,Resolved
TK-16755,C-1940,25/11/2024,Technical,Medium,In Progress
TK-16756,C-1940,22/12/2024,Feature Request,Medium,Closed
TK-16757,C-1941,05/10/2024,Technical,Medium,In Progress
TK-16758,C-1941,07-Dec-24,Technical,Low,Closed
TK-16759,C-1941,05/26/2024,Billing,High,Open
TK-16760,C-1942,03/03/2024,Technical,Low,Resolved
TK-16761,C-1942,15-Mar-24,Billing,Low,Closed
TK-16762,C-1942,16/10/2024,Feature Request,High,Resolved
TK-16763,C-1942,12/12/2024,Feature Request,High,Closed
TK-16764,C-1942,13/12/2024,Account,Medium,Resolved
TK-16765,C-1943,04/11/2024,Onboarding,High,Closed
TK-16766,C-1943,06/11/2024,Technical,Medium,Closed
TK-16767,C-1943,09/11/2024,Billing,Low,Closed
TK-16768,C-1943,25/11/2024,Technical,Medium,Resolved
TK-16769,C-1943,05/12/2024,Billing,Low,Closed
TK-16770,C-1943,09/12/2024,Billing,Medium,Open
TK-16771,C-1943,13/12/2024,Account,Low,In Progress
TK-16772,C-1943,17/12/2024,Billing,Low,Closed
TK-16773,C-1943,20/12/2024,Onboarding,Medium,Resolved
TK-16774,C-1943,23/12/2024,Billing,Low,In Progress
TK-16775,C-1943,25/12/2024,Billing,Low,In Progress
TK-16776,C-1943,11/23/2024,Billing,Low,Closed
TK-16777,C-1944,25/10/2024,Technical,High,Closed
TK-16778,C-1945,02-Oct-24,Billing,High,Closed
TK-16779,C-1945,17/10/2024,Billing,Low,In Progress
TK-16780,C-1945,18/10/2024,Feature Request,High,Closed
TK-16781,C-1945,12/11/2024,Account,Medium,Resolved
TK-16782,C-1945,13/11/2024,Billing,Low,In Progress
TK-16783,C-1945,23/11/2024,Billing,High,Closed
TK-16784,C-1945,06/12/2024,Account,High,Closed
TK-16785,C-1945,16/12/2024,Feature Request,Medium,In Progress
TK-16786,C-1945,16/12/2024,Billing,Low,Resolved
TK-16787,C-1945,19/12/2024,Technical,Medium,Closed
TK-16788,C-1945,23/12/2024,Feature Request,Critical,Closed
TK-16789,C-1945,27/12/2024,Technical,Low,Closed
TK-16790,C-1946,05/10/2024,Onboarding,Low,Closed
TK-16791,C-1946,08/10/2024,Account,Medium,Resolved
TK-16792,C-1946,12/10/2024,Billing,Low,Resolved
TK-16793,C-1946,15/10/2024,Billing,Medium,Resolved
TK-16794,C-1946,25/10/2024,Technical,Low,Resolved
TK-16795,C-1946,04/11/2024,Billing,Medium,In Progress
TK-16796,C-1946,05-Nov-24,Technical,High,Closed
TK-16797,C-1946,24/12/2024,Account,High,Resolved
TK-16798,C-1947,06/10/2024,Technical,High,Closed
TK-16799,C-1947,12/10/2024,Technical,Critical,In Progress
TK-16800,C-1947,19/11/2024,Onboarding,Medium,Resolved
TK-16801,C-1947,29/11/2024,Technical,Medium,In Progress
TK-16802,C-1947,11/12/2024,Technical,Medium,Resolved
TK-16803,C-1947,18/12/2024,Billing,Critical,Closed
TK-16804,C-1947,12/30/2024,Billing,Critical,Closed
TK-16805,C-1948,05/11/2024,Technical,Low,Resolved
TK-16806,C-1949,03/02/2024,Account,High,Resolved
TK-16807,C-1949,02/09/2024,Technical,Critical,Resolved
TK-16808,C-1949,04/10/2024,Billing,High,Closed
TK-16809,C-1949,09/10/2024,Account,Critical,Resolved
TK-16810,C-1949,10/10/2024,Onboarding,Critical,Open
TK-16811,C-1949,18/10/2024,Billing,High,Closed
TK-16812,C-1949,31-Oct-24,Account,High,Closed
TK-16813,C-1949,16/11/2024,Account,Medium,Resolved
TK-16814,C-1949,27/11/2024,Account,High,Closed
TK-16815,C-1949,09/12/2024,Technical,Medium,Open
TK-16816,C-1949,10/12/2024,Account,Low,Resolved
TK-16817,C-1949,21/12/2024,Technical,Medium,In Progress
TK-16818,C-1949,24/12/2024,Billing,High,In Progress
TK-16819,C-1949,27-Dec-24,Feature Request,Medium,Closed
TK-16820,C-1950,03/06/2024,Billing,Medium,Resolved
TK-16821,C-1950,30/10/2024,Technical,High,Resolved
TK-16822,C-1950,07/11/2024,Technical,Medium,Closed
TK-16823,C-1950,13/11/2024,Feature Request,Medium,Closed
TK-16824,C-1950,16/11/2024,Billing,Low,Resolved
TK-16825,C-1950,03/12/2024,Account,High,Resolved
TK-16826,C-1950,07/12/2024,Technical,Medium,Open
TK-16827,C-1950,09-Dec-24,Billing,Low,Open
TK-16828,C-1950,22/12/2024,Billing,Medium,Closed
TK-16829,C-1950,25-Dec-24,Feature Request,Critical,In Progress
TK-16830,C-1951,11/08/2024,Billing,Medium,Closed
TK-16831,C-1951,15/08/2024,Onboarding,Medium,Open
TK-16832,C-1951,12/09/2024,Billing,Medium,Closed
TK-16833,C-1951,05/10/2024,Account,Low,Closed
TK-16834,C-1951,27/10/2024,Technical,Low,Resolved
TK-16835,C-1951,28/10/2024,Technical,High,Closed
TK-16836,C-1951,07/11/2024,Feature Request,Medium,Resolved
TK-16837,C-1951,08/11/2024,Account,Critical,Open
TK-16838,C-1951,08/11/2024,Billing,High,Closed
TK-16839,C-1951,15/11/2024,Billing,Low,Resolved
TK-16840,C-1951,18/11/2024,Onboarding,High,Closed
TK-16841,C-1951,25/11/2024,Technical,Low,Closed
TK-16842,C-1951,14/12/2024,Feature Request,Low,Closed
TK-16843,C-1951,19/12/2024,Technical,High,In Progress
TK-16844,C-1951,26/12/2024,Billing,Medium,Closed
TK-16845,C-1951,12/17/2024,Technical,Medium,Closed
TK-16846,C-1952,06/10/2024,Billing,Medium,In Progress
TK-16847,C-1952,11/10/2024,Account,Medium,Open
TK-16848,C-1952,22/10/2024,Onboarding,Low,Resolved
TK-16849,C-1952,26/10/2024,Technical,Medium,Closed
TK-16850,C-1952,07/11/2024,Account,Medium,Closed
TK-16851,C-1952,14/11/2024,Billing,Medium,Closed
TK-16852,C-1952,23/11/2024,Account,Critical,Resolved
TK-16853,C-1952,26/11/2024,Technical,Low,Open
TK-16854,C-1952,28/11/2024,Billing,High,In Progress
TK-16855,C-1952,29/11/2024,Billing,Critical,Closed
TK-16856,C-1952,02/12/2024,Technical,Medium,Open
TK-16857,C-1952,07/12/2024,Billing,Medium,Resolved
TK-16858,C-1952,09/12/2024,Billing,Critical,Closed
TK-16859,C-1952,17/12/2024,Account,Medium,Open
TK-16860,C-1952,22/12/2024,Feature Request,Medium,Closed
TK-16861,C-1953,27/07/2024,Billing,Low,Closed
TK-16862,C-1953,12/10/2024,Technical,Medium,Closed
TK-16863,C-1953,17-Oct-24,Technical,Low,Open
TK-16864,C-1953,21/10/2024,Feature Request,Medium,Closed
TK-16865,C-1953,28/10/2024,Billing,High,Closed
TK-16866,C-1953,30/10/2024,Onboarding,Medium,In Progress
TK-16867,C-1953,06/11/2024,Feature Request,Medium,Closed
TK-16868,C-1953,08/11/2024,Billing,High,Closed
TK-16869,C-1953,29/11/2024,Onboarding,High,Resolved
TK-16870,C-1953,03/12/2024,Onboarding,Medium,Closed
TK-16871,C-1953,18/12/2024,Billing,Medium,Closed
TK-16872,C-1953,22/12/2024,Account,High,Closed
TK-16873,C-1953,27/12/2024,Technical,Medium,Resolved
TK-16874,C-1953,10/29/2024,Billing,Low,Resolved
TK-16875,C-1954,20/03/2024,Onboarding,Medium,Resolved
TK-16876,C-1954,23/06/2024,Onboarding,Medium,Closed
TK-16877,C-1954,03/11/2024,Account,Medium,Closed
TK-16878,C-1954,21/11/2024,Technical,Medium,In Progress
TK-16879,C-1954,12/12/2024,Account,Low,In Progress
TK-16880,C-1954,14/12/2024,Technical,High,Resolved
TK-16881,C-1954,20/12/2024,Billing,Low,Resolved
TK-16882,C-1954,11/16/2024,Billing,Medium,Resolved
TK-16883,C-1955,10/10/2024,Billing,Low,Open
TK-16884,C-1955,11/10/2024,Billing,Low,Resolved
TK-16885,C-1955,08/11/2024,Account,Low,Resolved
TK-16886,C-1955,10-Nov-24,Billing,Low,Resolved
TK-16887,C-1955,11/11/2024,Technical,Medium,Resolved
TK-16888,C-1955,16/11/2024,Account,Medium,Resolved
TK-16889,C-1955,20/11/2024,Technical,Low,Resolved
TK-16890,C-1955,27/11/2024,Technical,Medium,In Progress
TK-16891,C-1955,09/12/2024,Technical,Critical,In Progress
TK-16892,C-1955,11/12/2024,Technical,Low,Open
TK-16893,C-1955,24/12/2024,Billing,Medium,Closed
TK-16894,C-1955,25/12/2024,Technical,Low,Open
TK-16895,C-1955,28/12/2024,Account,Medium,Open
TK-16896,C-1955,30/12/2024,Feature Request,Medium,Closed
TK-16897,C-1956,21/08/2024,Technical,Low,In Progress
TK-16898,C-1956,06/11/2024,Onboarding,Medium,Closed
TK-16899,C-1956,06-Nov-24,Billing,Critical,Closed
TK-16900,C-1956,17/11/2024,Billing,Low,Open
TK-16901,C-1956,04/12/2024,Billing,Medium,Resolved
