survey_id,customer_id,nps_score,survey_date
SV-03839,C-0947,7,23/05/2024
SV-03838,C-0947,4,12/11/2024
SV-02193,C-0948,3,14/09/2024
SV-02194,C-0948,2,02/04/2024
SV-03240,C-0949,10,22/11/2024
SV-00806,C-0950,3,28/11/2024
SV-04152,C-0951,8,20/12/2024
SV-02051,C-0952,0,05/02/2024
SV-02050,C-0952,0,01/08/2024
SV-01166,C-0953,10,15/03/2024
SV-01165,C-0953,8,18/12/2024
SV-00537,C-0954,0,26/04/2024
SV-00536,C-0954,0,20/11/2024
SV-00981,C-0955,7,18/06/2024
SV-00980,C-0955,5,11/11/2024
SV-00758,C-0956,10,22/05/2024
SV-00757,C-0956,9,01/07/2024
SV-00261,C-0957,4,19/12/2024
SV-00262,C-0957,6,18/02/2024
SV-02972,C-0958,9,19/10/2024
SV-02064,C-0959,3,07/07/2024
SV-00674,C-0960,6,20/11/2024
SV-00962,C-0961,0,12/07/2024
SV-03370,C-0962,7,16/02/2024
SV-03369,C-0962,8,11/09/2024
SV-00808,C-0963,10,23/01/2024
SV-00807,C-0963,8,18/09/2024
SV-04277,C-0964,9,27/10/2024
SV-00167,C-0965,5,15/10/2024
SV-00900,C-0966,4,21/05/2024
SV-00899,C-0966,1,09/08/2024
SV-00285,C-0967,4,01/12/2024
SV-00286,C-0967,1,11/03/2024
SV-03497,C-0968,3,16/12/2024
SV-04290,C-0969,2,25/10/2024
SV-01695,C-0970,2,24/05/2024
SV-01694,C-0970,0,15/10/2024
SV-03172,C-0971,5,15/11/2024
SV-03371,C-0972,4,30/11/2024
SV-01576,C-0973,10,22/12/2024
SV-01577,C-0973,7,31/03/2024
SV-00170,C-0974,7,06/07/2024
SV-00279,C-0975,4,13/08/2024
SV-00751,C-0976,7,27/07/2024
SV-00752,C-0976,4,06/01/2024
SV-04205,C-0977,5,21/07/2024
SV-04206,C-0977,8,22/04/2024
SV-03712,C-0978,2,29/07/2024
SV-03713,C-0978,1,25/02/2024
SV-04144,C-0979,3,21/07/2024
SV-00172,C-0980,10,10/09/2024
SV-00173,C-0980,7,17/02/2024
SV-00411,C-0981,1,26/12/2024
SV-03887,C-0982,9,04/03/2024
SV-03886,C-0982,6,23/10/2024
SV-04097,C-0983,9,02/09/2024
SV-01737,C-0984,5,21/03/2024
SV-01736,C-0984,7,02/08/2024
SV-01971,C-0987,8,13/03/2024
SV-01970,C-0987,7,03/08/2024
SV-02267,C-0988,3,22/07/2024
SV-00625,C-0989,5,25/12/2024
SV-00626,C-0989,3,15/04/2024
SV-02040,C-0990,0,07/06/2024
SV-02039,C-0990,0,18/11/2024
SV-02564,C-0991,0,07/07/2024
SV-00382,C-0992,2,07/12/2024
SV-00383,C-0992,3,12/01/2024
SV-00282,C-0993,1,11/10/2024
SV-00319,C-0994,7,28/09/2024
SV-03455,C-0995,-1,17/09/2024
SV-00556,C-0996,0,12/08/2024
SV-03261,C-0997,9,06/08/2024
SV-03262,C-0997,8,17/04/2024
SV-02010,C-0998,5,09/08/2024
SV-02522,C-0999,10,07/01/2024
SV-02521,C-0999,10,11/09/2024
SV-00496,C-1000,5,03/07/2024
SV-00798,C-1001,5,06/08/2024
SV-04281,C-1002,4,06/07/2024
SV-01062,C-1003,10,10/01/2024
SV-01061,C-1003,9,17/12/2024
SV-03777,C-1004,8,22/12/2024
SV-02704,C-1005,10,13/08/2024
SV-01598,C-1006,0,27/01/2024
SV-01597,C-1006,0,16/11/2024
SV-01502,C-1007,2,18/12/2024
SV-02073,C-1008,2,01/07/2024
SV-03885,C-1009,2,11/04/2024
SV-03884,C-1009,0,23/10/2024
SV-00069,C-1010,3,20/08/2024
SV-00849,C-1012,4,03/09/2024
SV-00850,C-1012,5,09/02/2024
SV-04107,C-1013,2,04/09/2024
SV-02384,C-1014,4,23/01/2024
SV-02383,C-1014,2,27/07/2024
SV-01443,C-1015,2,29/05/2024
SV-01442,C-1015,3,01/09/2024
SV-03542,C-1016,2,11/12/2024
SV-01483,C-1017,8,15/05/2024
SV-01482,C-1017,9,15/07/2024
SV-01563,C-1018,8,13/01/2024
SV-01562,C-1018,10,01/08/2024
SV-03059,C-1019,9,04/11/2024
SV-03060,C-1019,6,04/03/2024
SV-04151,C-1020,6,06/07/2024
SV-03414,C-1021,2,15/07/2024
SV-00131,C-1022,6,07/11/2024
SV-00132,C-1022,8,25/03/2024
SV-01907,C-1023,3,21/12/2024
SV-03428,C-1024,7,01/10/2024
SV-00095,C-1026,5,15/02/2024
SV-00094,C-1026,6,13/12/2024
SV-03494,C-1027,8,10/06/2024
SV-03493,C-1027,6,05/07/2024
SV-03881,C-1028,3,01/12/2024
SV-01310,C-1029,5,31/10/2024
SV-00577,C-1030,4,07/08/2024
SV-02935,C-1031,5,25/12/2024
SV-02393,C-1032,0,03/09/2024
SV-02228,C-1033,6,29/09/2024
SV-02229,C-1033,7,15/05/2024
SV-00996,C-1034,6,18/01/2024
SV-00995,C-1034,5,30/09/2024
SV-02375,C-1035,2,17/10/2024
SV-02505,C-1036,7,21/04/2024
SV-02504,C-1036,10,13/10/2024
SV-02265,C-1037,7,22/09/2024
SV-01088,C-1038,3,19/03/2024
SV-01087,C-1038,1,12/11/2024
SV-01726,C-1039,7,11/12/2024
SV-01116,C-1041,10,21/11/2024
SV-04007,C-1042,3,31/10/2024
SV-01933,C-1043,4,05/10/2024
SV-01934,C-1043,3,28/05/2024
SV-04080,C-1044,10,22/10/2024
SV-04081,C-1044,9,16/05/2024
SV-01767,C-1045,8,01/12/2024
SV-01768,C-1045,10,09/02/2024
SV-03039,C-1046,3,24/02/2024
SV-03038,C-1046,4,20/08/2024
SV-03247,C-1047,3,20/09/2024
SV-03288,C-1048,10,20/10/2024
SV-01744,C-1049,7,03/02/2024
SV-01743,C-1049,6,20/10/2024
SV-02197,C-1050,10,28/02/2024
SV-02196,C-1050,10,20/07/2024
SV-03372,C-1051,9,21/09/2024
SV-02254,C-1052,4,21/12/2024
SV-02255,C-1052,5,05/02/2024
SV-02912,C-1053,6,05/01/2024
SV-02911,C-1053,5,03/10/2024
SV-04313,C-1054,3,01/12/2024
SV-04314,C-1054,2,08/05/2024
SV-01769,C-1055,4,21/10/2024
SV-01897,C-1056,5,12/12/2024
SV-01072,C-1057,3,25/07/2024
SV-00516,C-1058,3,20/04/2024
SV-00515,C-1058,6,08/09/2024
SV-00318,C-1059,6,15/09/2024
SV-03375,C-1061,4,26/09/2024
SV-03381,C-1062,7,10/08/2024
SV-00062,C-1063,5,14/11/2024
SV-04170,C-1064,5,25/07/2024
SV-02511,C-1065,0,10/02/2024
SV-02510,C-1065,3,22/10/2024
SV-01891,C-1066,1,08/10/2024
SV-00552,C-1067,7,26/07/2024
SV-00553,C-1067,6,06/01/2024
SV-02847,C-1068,0,08/12/2024
SV-00278,C-1069,9,14/07/2024
SV-00732,C-1070,2,14/02/2024
SV-00731,C-1070,5,22/12/2024
SV-00401,C-1071,6,04/11/2024
SV-01755,C-1072,5,03/08/2024
SV-00934,C-1073,1,27/08/2024
SV-01593,C-1074,1,12/10/2024
SV-02471,C-1075,7,04/07/2024
SV-02472,C-1075,9,02/05/2024
SV-01541,C-1076,9,02/06/2024
SV-01540,C-1076,10,08/09/2024
SV-02185,C-1077,0,23/10/2024
SV-00534,C-1078,10,27/09/2024
SV-00535,C-1078,10,11/03/2024
SV-01517,C-1079,2,12/04/2024
SV-01516,C-1079,1,12/11/2024
SV-01034,C-1080,4,12/07/2024
SV-02919,C-1082,0,01/01/2024
SV-02918,C-1082,3,25/07/2024
SV-01300,C-1084,8,11/11/2024
SV-02495,C-1085,0,18/03/2024
SV-02494,C-1085,1,06/11/2024
SV-03903,C-1087,0,28/06/2024
SV-03902,C-1087,2,03/10/2024
SV-03382,C-1088,1,18/12/2024
SV-03383,C-1088,0,03/01/2024
SV-02232,C-1089,2,08/12/2024
SV-02233,C-1089,4,29/02/2024
SV-01064,C-1090,0,28/10/2024
SV-02192,C-1091,1,17/07/2024
SV-00646,C-1092,3,28/12/2024
SV-04255,C-1093,4,03/04/2024
SV-04254,C-1093,2,01/08/2024
SV-02139,C-1094,4,09/09/2024
SV-04400,C-1095,5,21/03/2024
SV-04399,C-1095,8,09/09/2024
SV-01956,C-1096,0,18/09/2024
SV-01867,C-1097,1,21/11/2024
SV-03289,C-1098,6,22/07/2024
SV-03150,C-1099,10,10/12/2024
SV-01224,C-1100,5,05/12/2024
SV-01225,C-1100,3,09/06/2024
SV-00946,C-1101,0,04/10/2024
SV-03139,C-1102,5,22/07/2024
SV-01133,C-1103,10,11/07/2024
SV-01134,C-1103,8,21/02/2024
SV-00362,C-1104,5,04/04/2024
SV-00361,C-1104,8,27/09/2024
SV-04008,C-1105,10,18/12/2024
SV-01382,C-1106,0,24/09/2024
SV-02460,C-1107,4,16/05/2024
SV-02459,C-1107,3,10/08/2024
SV-00691,C-1108,6,06/08/2024
SV-00234,C-1109,3,18/09/2024
SV-02046,C-1110,8,31/07/2024
SV-02047,C-1110,7,08/01/2024
SV-03256,C-1111,0,08/09/2024
SV-03257,C-1111,0,16/05/2024
SV-00906,C-1112,2,12/03/2024
SV-00905,C-1112,0,29/09/2024
SV-01329,C-1113,4,10/10/2024
SV-01330,C-1113,3,19/03/2024
SV-03069,C-1114,9,31/07/2024
SV-01266,C-1115,10,26/07/2024
SV-01267,C-1115,8,23/01/2024
SV-01670,C-1116,6,13/12/2024
SV-01636,C-1117,9,09/10/2024
SV-02864,C-1118,10,05/11/2024
SV-00866,C-1119,9,18/05/2024
SV-00865,C-1119,8,23/12/2024
SV-03519,C-1120,7,28/09/2024
SV-03520,C-1120,10,09/04/2024
SV-03232,C-1121,10,06/08/2024
SV-01437,C-1122,10,04/10/2024
SV-02411,C-1123,4,20/07/2024
SV-01497,C-1124,5,17/07/2024
SV-01498,C-1124,2,22/04/2024
SV-03120,C-1125,10,16/08/2024
SV-03121,C-1125,10,01/04/2024
SV-00718,C-1126,1,05/10/2024
SV-01447,C-1127,5,01/04/2024
SV-01446,C-1127,2,18/12/2024
SV-03032,C-1128,3,04/04/2024
SV-03031,C-1128,0,15/09/2024
SV-00428,C-1129,1,22/08/2024
SV-01552,C-1130,7,25/10/2024
SV-01553,C-1130,4,29/01/2024
SV-00290,C-1131,1,27/03/2024
SV-00289,C-1131,3,06/09/2024
SV-04349,C-1132,10,16/03/2024
SV-04348,C-1132,9,18/12/2024
SV-03756,C-1133,9,21/10/2024
SV-03757,C-1133,10,18/02/2024
SV-03046,C-1134,2,04/11/2024
SV-01405,C-1135,4,27/12/2024
SV-01406,C-1135,1,09/05/2024
SV-00109,C-1136,2,07/07/2024
SV-00110,C-1136,4,14/01/2024
SV-02445,C-1137,4,01/08/2024
SV-00407,C-1138,9,02/12/2024
SV-03410,C-1139,5,04/08/2024
SV-03411,C-1139,7,22/03/2024
SV-04332,C-1140,1,26/08/2024
SV-04366,C-1141,3,06/08/2024
SV-03008,C-1142,3,03/12/2024
SV-03009,C-1142,1,21/02/2024
SV-01160,C-1143,2,12/04/2024
SV-01159,C-1143,3,04/10/2024
SV-03673,C-1144,1,31/10/2024
SV-00523,C-1145,0,05/08/2024
SV-00524,C-1145,1,16/03/2024
SV-02109,C-1146,6,24/04/2024
SV-02108,C-1146,3,16/08/2024
SV-02033,C-1147,7,20/06/2024
SV-02032,C-1147,4,29/10/2024
SV-04264,C-1148,0,16/02/2024
SV-04263,C-1148,1,12/07/2024
SV-03667,C-1149,4,14/09/2024
SV-00430,C-1150,1,05/08/2024
SV-01638,C-1151,10,04/10/2024
SV-01639,C-1151,8,28/04/2024
SV-01126,C-1152,1,07/10/2024
SV-04051,C-1153,5,07/11/2024
SV-04052,C-1153,6,02/03/2024
SV-02786,C-1154,5,05/07/2024
SV-02787,C-1154,4,29/05/2024
SV-03657,C-1155,9,18/07/2024
SV-01243,C-1156,8,09/07/2024
SV-01018,C-1157,3,29/08/2024
SV-01019,C-1157,2,11/03/2024
SV-01432,C-1158,0,22/11/2024
SV-02163,C-1159,5,31/08/2024
SV-01789,C-1160,6,26/09/2024
SV-02648,C-1161,5,13/08/2024
SV-04018,C-1162,2,07/07/2024
SV-01932,C-1163,2,29/07/2024
SV-00622,C-1164,0,26/10/2024
SV-00623,C-1164,2,24/04/2024
SV-02147,C-1165,1,22/11/2024
SV-00779,C-1166,10,13/07/2024
SV-00423,C-1167,0,05/08/2024
SV-02063,C-1168,4,01/12/2024
SV-03873,C-1169,0,17/05/2024
SV-03872,C-1169,2,17/11/2024
SV-02220,C-1170,4,17/02/2024
SV-02219,C-1170,7,10/11/2024
SV-00648,C-1171,5,20/11/2024
SV-00649,C-1171,6,27/06/2024
SV-02363,C-1172,0,18/04/2024
SV-02362,C-1172,1,03/09/2024
SV-00854,C-1173,10,20/07/2024
SV-00855,C-1173,10,04/01/2024
SV-01418,C-1174,10,13/12/2024
SV-03303,C-1175,3,15/08/2024
SV-02441,C-1176,9,07/08/2024
SV-02388,C-1177,9,15/02/2024
SV-02387,C-1177,8,17/09/2024
SV-01525,C-1178,9,30/08/2024
SV-00963,C-1179,9,17/11/2024
SV-00964,C-1179,10,09/02/2024
SV-01619,C-1180,5,17/01/2024
SV-01618,C-1180,4,20/12/2024
SV-01393,C-1181,0,31/07/2024
SV-01394,C-1181,3,26/03/2024
SV-01105,C-1182,0,14/11/2024
SV-01106,C-1182,3,01/01/2024
SV-03050,C-1183,1,04/09/2024
SV-03782,C-1184,6,16/09/2024
SV-01422,C-1185,6,11/08/2024
SV-01423,C-1185,4,18/04/2024
SV-02796,C-1186,10,15/07/2024
SV-02797,C-1186,7,23/06/2024
SV-03855,C-1187,6,23/11/2024
SV-03856,C-1187,9,14/06/2024
SV-02090,C-1188,4,06/12/2024
SV-02091,C-1188,1,22/06/2024
SV-03601,C-1189,2,01/08/2024
SV-03602,C-1189,0,24/04/2024
SV-03550,C-1190,8,27/06/2024
SV-03549,C-1190,7,29/07/2024
SV-00738,C-1191,2,10/04/2024
SV-00737,C-1191,3,12/09/2024
SV-00284,C-1193,9,26/11/2024
SV-04265,C-1194,4,24/09/2024
SV-03853,C-1195,5,06/08/2024
SV-03854,C-1195,4,13/05/2024
SV-03918,C-1196,5,16/07/2024
SV-01321,C-1197,7,11/07/2024
SV-00924,C-1198,4,26/07/2024
SV-00925,C-1198,-1,02/02/2024
SV-04062,C-1199,9,29/06/2024
SV-04061,C-1199,6,01/10/2024
SV-03913,C-1200,1,10/01/2024
SV-03912,C-1200,3,11/12/2024
SV-03686,C-1201,7,22/12/2024
SV-02024,C-1202,3,14/07/2024
SV-02025,C-1202,5,31/05/2024
SV-01976,C-1203,4,09/09/2024
SV-00788,C-1204,9,12/11/2024
SV-02508,C-1205,0,10/05/2024
SV-02507,C-1205,3,24/11/2024
SV-02399,C-1206,0,05/11/2024
SV-00201,C-1207,7,01/09/2024
SV-00202,C-1207,5,29/06/2024
SV-02158,C-1208,0,13/08/2024
SV-00487,C-1209,4,19/12/2024
SV-02435,C-1210,4,09/09/2024
SV-02528,C-1211,3,30/12/2024
SV-03054,C-1212,0,11/07/2024
SV-03305,C-1213,9,18/05/2024
SV-03304,C-1213,10,07/10/2024
SV-03003,C-1214,8,04/05/2024
SV-03002,C-1214,5,20/08/2024
SV-00612,C-1215,2,15/03/2024
SV-00611,C-1215,1,01/07/2024
SV-03970,C-1216,10,21/02/2024
SV-03969,C-1216,9,03/07/2024
SV-04200,C-1217,2,27/03/2024
SV-04199,C-1217,0,25/09/2024
SV-02654,C-1218,7,28/03/2024
SV-02653,C-1218,5,07/12/2024
SV-02357,C-1219,7,20/08/2024
SV-01376,C-1220,8,21/07/2024
SV-01377,C-1220,9,27/02/2024
SV-01227,C-1221,3,06/12/2024
SV-01228,C-1221,4,08/06/2024
SV-04075,C-1222,8,28/06/2024
SV-04074,C-1222,5,25/07/2024
SV-00431,C-1223,3,17/10/2024
SV-00432,C-1223,0,20/05/2024
SV-00590,C-1224,8,20/12/2024
SV-00970,C-1225,7,05/10/2024
SV-00971,C-1225,9,16/04/2024
SV-00657,C-1226,10,29/11/2024
SV-00658,C-1226,9,10/01/2024
SV-04266,C-1228,6,13/11/2024
SV-04267,C-1228,4,18/02/2024
SV-03193,C-1229,2,09/09/2024
SV-01804,C-1230,3,19/10/2024
SV-01661,C-1231,4,22/10/2024
SV-02762,C-1232,7,04/07/2024
SV-02763,C-1232,9,09/03/2024
SV-00979,C-1233,3,06/10/2024
SV-02038,C-1234,9,26/06/2024
SV-02037,C-1234,8,10/09/2024
SV-04299,C-1235,3,22/02/2024
SV-04298,C-1235,6,09/11/2024
SV-03012,C-1236,8,30/07/2024
SV-04117,C-1237,4,30/09/2024
SV-04118,C-1237,6,05/01/2024
SV-01100,C-1238,10,02/05/2024
SV-01099,C-1238,9,04/10/2024
SV-03181,C-1239,3,06/08/2024
SV-01204,C-1240,9,11/12/2024
SV-00082,C-1241,1,15/09/2024
SV-03661,C-1242,10,10/08/2024
SV-03662,C-1242,10,07/03/2024
SV-01279,C-1243,1,10/08/2024
SV-01896,C-1244,9,17/11/2024
SV-00520,C-1245,8,25/04/2024
SV-00519,C-1245,9,27/12/2024
SV-01414,C-1246,2,10/03/2024
SV-01413,C-1246,5,08/10/2024
SV-03555,C-1247,6,12/04/2024
SV-03554,C-1247,8,07/08/2024
SV-00678,C-1248,7,28/07/2024
SV-02737,C-1249,1,10/05/2024
SV-02736,C-1249,4,11/10/2024
SV-02390,C-1250,8,20/03/2024
SV-02389,C-1250,5,15/10/2024
SV-03445,C-1251,3,11/11/2024
SV-03446,C-1251,4,18/06/2024
SV-02821,C-1252,5,13/06/2024
SV-02820,C-1252,3,27/08/2024
SV-00916,C-1253,6,22/03/2024
SV-00915,C-1253,8,15/08/2024
SV-02985,C-1254,9,22/12/2024
SV-02512,C-1255,9,25/10/2024
SV-02377,C-1256,9,20/10/2024
SV-01870,C-1257,9,26/12/2024
SV-01871,C-1257,7,06/06/2024
SV-02695,C-1258,3,02/07/2024
SV-01854,C-1260,5,24/08/2024
SV-00627,C-1261,9,26/09/2024
SV-00040,C-1263,0,04/05/2024
SV-00039,C-1263,0,22/12/2024
SV-00389,C-1264,0,11/06/2024
SV-00388,C-1264,1,20/09/2024
SV-03512,C-1265,4,21/07/2024
SV-03513,C-1265,5,24/06/2024
SV-01254,C-1266,10,10/04/2024
SV-01253,C-1266,10,05/10/2024
SV-02259,C-1267,2,04/10/2024
SV-02260,C-1267,3,28/01/2024
SV-03344,C-1268,0,17/01/2024
SV-03343,C-1268,1,18/10/2024
SV-03500,C-1269,10,12/12/2024
SV-03398,C-1270,0,07/09/2024
SV-03399,C-1270,0,23/06/2024
SV-03223,C-1272,1,02/05/2024
SV-03222,C-1272,2,10/12/2024
SV-01439,C-1273,3,29/03/2024
SV-01438,C-1273,0,25/09/2024
SV-03524,C-1274,7,24/08/2024
SV-03525,C-1274,9,07/04/2024
SV-04036,C-1275,6,16/12/2024
SV-04037,C-1275,4,10/01/2024
SV-04017,C-1276,5,08/09/2024
SV-04372,C-1277,7,07/12/2024
SV-03350,C-1278,6,14/12/2024
SV-03351,C-1278,4,11/03/2024
SV-04278,C-1280,10,17/11/2024
SV-03102,C-1281,10,22/12/2024
SV-01542,C-1283,8,07/08/2024
SV-00533,C-1284,6,16/08/2024
SV-00655,C-1285,2,19/10/2024
SV-00656,C-1285,1,17/01/2024
SV-03154,C-1287,7,07/11/2024
SV-03155,C-1287,4,09/03/2024
SV-01564,C-1288,5,12/11/2024
SV-01565,C-1288,2,17/04/2024
SV-00538,C-1289,7,18/11/2024
SV-01822,C-1290,6,25/04/2024
SV-01821,C-1290,8,14/12/2024
SV-00476,C-1291,3,01/08/2024
SV-03989,C-1292,9,17/10/2024
SV-00255,C-1293,8,11/08/2024
SV-00058,C-1294,8,16/12/2024
SV-03082,C-1295,7,18/07/2024
SV-03083,C-1295,4,25/05/2024
SV-02933,C-1296,8,14/07/2024
SV-02934,C-1296,6,28/01/2024
SV-03006,C-1297,0,29/09/2024
SV-02753,C-1298,2,08/12/2024
SV-02754,C-1298,0,12/06/2024
SV-02319,C-1299,8,02/10/2024
SV-02320,C-1299,9,04/06/2024
SV-00518,C-1300,7,01/11/2024
SV-01842,C-1301,2,27/08/2024
SV-01820,C-1302,9,25/08/2024
SV-01273,C-1303,0,21/10/2024
SV-01274,C-1303,0,10/06/2024
SV-00329,C-1304,4,17/07/2024
SV-04012,C-1305,7,06/07/2024
SV-04013,C-1305,6,29/05/2024
SV-01894,C-1306,1,01/11/2024
SV-03570,C-1307,9,12/10/2024
SV-03571,C-1307,10,17/04/2024
SV-04323,C-1308,8,14/07/2024
SV-04363,C-1309,5,19/09/2024
SV-02597,C-1310,3,06/09/2024
SV-04026,C-1311,2,15/10/2024
SV-04396,C-1312,1,18/10/2024
SV-00260,C-1313,0,26/04/2024
SV-00259,C-1313,0,31/07/2024
SV-01586,C-1314,1,31/10/2024
SV-04218,C-1315,3,29/12/2024
SV-02969,C-1316,5,22/06/2024
SV-02968,C-1316,8,01/07/2024
SV-01091,C-1317,5,04/08/2024
SV-03779,C-1318,9,03/11/2024
SV-00384,C-1319,6,23/11/2024
SV-03538,C-1320,10,23/02/2024
SV-03537,C-1320,8,17/11/2024
SV-01610,C-1321,9,24/07/2024
SV-01611,C-1321,10,08/02/2024
SV-03258,C-1322,0,09/12/2024
SV-03259,C-1322,0,14/01/2024
SV-00939,C-1323,5,04/09/2024
SV-00968,C-1324,1,24/10/2024
SV-00969,C-1324,0,20/04/2024
SV-02450,C-1325,10,02/02/2024
SV-02449,C-1325,9,19/09/2024
SV-01523,C-1326,1,30/12/2024
SV-01524,C-1326,0,19/06/2024
SV-01235,C-1327,2,12/08/2024
SV-01876,C-1328,3,29/05/2024
SV-01875,C-1328,4,16/10/2024
SV-00550,C-1329,4,30/01/2024
SV-00549,C-1329,7,28/11/2024
SV-02222,C-1330,2,17/02/2024
SV-02221,C-1330,5,03/09/2024
SV-01713,C-1331,5,24/07/2024
SV-02949,C-1332,10,05/12/2024
SV-00709,C-1333,10,17/08/2024
SV-03827,C-1334,2,07/03/2024
SV-03826,C-1334,1,18/08/2024
SV-00903,C-1335,3,26/06/2024
SV-00902,C-1335,5,24/09/2024
SV-01350,C-1336,10,24/05/2024
SV-01349,C-1336,9,13/12/2024
SV-01323,C-1337,5,11/05/2024
SV-01322,C-1337,2,16/07/2024
SV-02168,C-1338,0,12/05/2024
SV-02167,C-1338,2,20/08/2024
SV-02869,C-1339,10,25/08/2024
SV-03093,C-1340,3,08/10/2024
SV-00371,C-1341,6,30/07/2024
SV-00372,C-1341,3,13/03/2024
SV-00376,C-1342,3,27/09/2024
SV-00377,C-1342,4,16/04/2024
SV-03435,C-1343,0,08/11/2024
SV-03436,C-1343,2,22/05/2024
SV-03173,C-1344,9,26/08/2024
SV-00288,C-1345,3,10/03/2024
SV-00287,C-1345,5,18/12/2024
SV-04041,C-1346,8,26/11/2024
SV-00115,C-1347,1,22/09/2024
SV-01962,C-1348,9,18/07/2024
SV-02897,C-1349,6,04/05/2024
SV-02896,C-1349,7,25/12/2024
SV-00207,C-1350,0,16/12/2024
SV-00437,C-1351,4,07/10/2024
SV-00438,C-1351,5,22/06/2024
SV-01187,C-1352,9,27/07/2024
SV-01188,C-1352,10,25/01/2024
SV-01037,C-1353,8,06/08/2024
SV-01115,C-1354,4,29/10/2024
SV-03318,C-1355,7,28/04/2024
SV-03317,C-1355,9,07/11/2024
SV-02082,C-1356,2,30/09/2024
SV-03425,C-1357,6,04/07/2024
SV-01425,C-1358,10,21/05/2024
SV-01424,C-1358,9,23/11/2024
SV-01640,C-1359,3,13/10/2024
SV-01641,C-1359,1,05/05/2024
SV-01863,C-1360,8,06/10/2024
SV-00305,C-1361,0,08/04/2024
SV-00304,C-1361,1,23/08/2024
SV-02552,C-1362,5,08/12/2024
SV-02553,C-1362,3,25/02/2024
SV-01036,C-1363,8,21/12/2024
SV-03690,C-1364,8,25/10/2024
SV-03492,C-1365,5,15/11/2024
SV-01816,C-1366,3,18/11/2024
SV-00530,C-1367,2,29/01/2024
SV-00529,C-1367,3,15/11/2024
SV-03990,C-1368,8,28/11/2024
SV-03991,C-1368,6,18/06/2024
SV-00018,C-1369,6,11/08/2024
SV-04032,C-1370,1,21/06/2024
SV-04031,C-1370,3,23/08/2024
SV-03337,C-1371,8,08/08/2024
SV-03216,C-1372,6,05/08/2024
SV-03217,C-1372,4,04/04/2024
SV-03709,C-1373,2,14/06/2024
SV-03708,C-1373,3,14/09/2024
SV-02748,C-1374,1,16/10/2024
SV-02749,C-1374,3,03/02/2024
SV-02979,C-1375,3,27/12/2024
SV-04083,C-1376,6,14/02/2024
SV-04082,C-1376,8,27/12/2024
SV-03250,C-1377,3,04/11/2024
SV-02058,C-1378,3,29/10/2024
SV-02392,C-1379,2,14/06/2024
SV-02391,C-1379,4,16/11/2024
SV-02730,C-1380,3,18/11/2024
SV-01676,C-1381,5,22/11/2024
SV-03077,C-1382,10,16/08/2024
SV-04114,C-1383,10,17/12/2024
SV-04115,C-1383,8,23/05/2024
SV-01520,C-1384,3,29/07/2024
SV-02634,C-1385,8,01/02/2024
SV-02633,C-1385,6,28/12/2024
SV-02241,C-1386,0,21/01/2024
SV-02240,C-1386,1,28/10/2024
SV-01234,C-1387,5,02/11/2024
SV-03007,C-1388,8,25/12/2024
SV-04319,C-1389,4,04/07/2024
SV-02590,C-1390,7,13/01/2024
SV-02589,C-1390,6,29/07/2024
SV-03028,C-1391,0,17/01/2024
SV-03027,C-1391,1,22/08/2024
SV-00856,C-1392,10,30/10/2024
SV-00857,C-1392,9,18/04/2024
SV-00907,C-1393,7,27/12/2024
SV-00908,C-1393,9,29/06/2024
SV-00801,C-1394,5,28/06/2024
SV-00800,C-1394,4,30/12/2024
SV-03654,C-1395,10,24/07/2024
SV-03655,C-1395,10,23/01/2024
SV-03440,C-1396,3,09/02/2024
SV-03439,C-1396,2,30/12/2024
SV-01489,C-1397,2,06/11/2024
SV-00014,C-1398,5,04/11/2024
SV-00353,C-1399,9,11/12/2024
SV-00354,C-1399,10,07/02/2024
SV-03122,C-1400,3,27/07/2024
SV-02733,C-1401,6,16/09/2024
SV-02734,C-1401,8,08/02/2024
SV-03742,C-1402,1,15/07/2024
SV-01334,C-1403,0,16/04/2024
SV-01333,C-1403,1,17/10/2024
SV-04132,C-1404,1,05/11/2024
SV-04133,C-1404,3,23/02/2024
SV-00895,C-1405,3,20/12/2024
SV-00896,C-1405,4,30/04/2024
SV-00901,C-1406,3,18/10/2024
SV-00610,C-1407,6,16/10/2024
SV-01441,C-1408,0,29/12/2024
SV-01925,C-1409,8,18/12/2024
SV-01926,C-1409,10,18/05/2024
SV-00706,C-1410,4,23/11/2024
SV-00945,C-1411,2,23/07/2024
SV-01387,C-1412,7,06/07/2024
SV-01388,C-1412,5,11/05/2024
SV-00681,C-1413,9,22/12/2024
SV-03255,C-1414,7,16/08/2024
SV-04226,C-1415,0,12/05/2024
SV-04225,C-1415,1,04/08/2024
SV-03962,C-1416,5,30/07/2024
SV-03963,C-1416,8,12/03/2024
SV-02848,C-1417,4,16/07/2024
SV-02849,C-1417,2,02/02/2024
SV-01231,C-1418,5,23/10/2024
SV-00464,C-1419,5,02/04/2024
SV-00463,C-1419,3,16/10/2024
SV-00274,C-1420,6,01/04/2024
SV-00273,C-1420,3,30/07/2024
SV-02107,C-1421,10,05/11/2024
SV-00858,C-1422,3,24/07/2024
SV-00859,C-1422,2,12/06/2024
SV-02658,C-1423,8,29/07/2024
SV-00215,C-1424,0,16/07/2024
SV-00216,C-1424,0,26/05/2024
SV-01880,C-1425,10,29/10/2024
SV-02793,C-1426,10,18/11/2024
SV-02498,C-1427,-1,14/11/2024
