customer_id,plan_type,contract_type,subscription_date,total_users,unsubscribed_date,is_churn,avg_usage_hrs,avg_feature_adoption,last_login,total_tickets,avg_nps_score,total_payment_value,avg_payment_delay,total_dunning,usage_per_user
C-1606,starter,Monthly,2023-10-31,1,2024-12-13,1,38.3,65.0,2024-12-13,9.0,3.0,931.14,4.888888888888889,0.0,38.3
C-1607,starter,Annual,2023-05-31,5,2024-12-10,1,11.1,21.1,2024-12-10,1.0,5.0,1378.8,0.0,0.0,2.2199999999999998
C-1608,enterprise,Annual,2022-01-31,27,,0,190.4,81.7,2024-10-19,16.0,9.0,33751.32,3.0,3.0,7.051851851851852
C-1609,starter,Annual,2022-06-30,2,2024-12-02,1,40.7,24.4,2024-12-02,2.0,3.0,8227.2,2.25,0.0,20.35
C-1610,professional,Annual,2023-02-28,10,2024-10-30,1,24.2,50.9,2024-10-30,1.0,1.0,17429.760000000002,4.333333333333333,0.0,2.42
C-1611,starter,Monthly,2024-08-31,5,2024-10-19,1,31.4,77.7,2024-10-19,4.0,5.0,1822.0600000000002,1.7058823529411764,0.0,6.279999999999999
C-1612,starter,Annual,2024-03-31,5,2024-12-26,1,10.1,45.4,2024-12-26,14.0,1.5,2005.32,1.0,3.0,2.02
C-1613,professional,Annual,2024-11-30,6,2024-11-14,1,139.4,76.2,2024-11-14,4.0,9.5,13121.04,0.0,0.0,23.233333333333334
C-1614,starter,Annual,2021-08-31,3,,0,29.3,62.2,2024-12-18,1.0,1.5,5916.0,4.75,0.0,9.766666666666667
C-1615,professional,Monthly,2021-01-31,7,,0,118.8,93.8,2024-10-23,14.0,10.0,14501.699999999999,0.7333333333333333,0.0,16.97142857142857
C-1616,starter,Monthly,2021-04-30,5,,0,48.9,68.6,2024-10-06,11.0,9.0,7699.58,0.32558139534883723,0.0,9.78
C-1617,starter,Monthly,2022-10-31,4,,0,40.9,14.4,2024-12-20,16.0,7.5,3675.73,0.0,0.0,10.225
C-1618,professional,Annual,2021-02-28,10,2024-12-17,1,48.5,86.7,2024-12-17,5.0,10.0,10077.6,5.5,1.0,4.85
C-1619,starter,Annual,2022-01-31,5,,0,20.6,64.9,2024-11-08,13.0,3.0,3024.0,0.0,0.0,4.12
C-1620,professional,Annual,2022-02-28,5,,0,68.8,39.1,2024-12-17,4.0,2.0,17271.72,6.0,2.0,13.76
C-1621,professional,Annual,2022-02-28,6,2024-11-20,1,112.2,63.0,2024-11-20,9.0,10.0,16995.36,12.25,0.0,18.7
C-1622,professional,Monthly,2022-04-30,6,2024-12-04,1,59.7,33.7,2024-12-04,3.0,7.0,18227.58,0.09523809523809523,0.0,9.950000000000001
C-1623,enterprise,Monthly,2022-09-30,24,2024-11-09,1,64.5,80.2,2024-11-09,2.0,5.0,15903.25,6.6,0.0,2.6875
C-1624,starter,Monthly,2023-12-31,5,,0,46.8,80.0,2024-12-21,10.0,5.0,1184.3700000000001,3.272727272727273,0.0,9.36
C-1625,professional,Monthly,2024-01-31,13,2024-11-04,1,105.0,83.0,2024-11-04,0.0,8.0,18263.22,0.0,0.0,8.076923076923077
C-1626,enterprise,Monthly,2023-02-28,92,2024-11-15,1,60.2,86.3,2024-11-15,3.0,9.0,160740.65,0.8285714285714286,0.0,0.6543478260869565
C-1627,enterprise,Monthly,2023-02-28,15,,0,62.4,61.7,2024-12-27,2.0,0.0,64438.12,0.5789473684210527,0.0,4.16
C-1628,professional,Monthly,2020-12-31,9,,0,48.1,17.3,2024-10-17,17.0,2.5,20337.33,0.6153846153846154,0.0,5.344444444444445
C-1629,starter,Annual,2022-12-31,3,2024-10-09,1,4.8,10.2,2024-10-09,1.0,5.0,4111.2,5.75,0.0,1.5999999999999999
C-1630,starter,Monthly,2021-11-30,5,2024-12-29,1,8.1,41.9,2024-12-29,5.0,5.5,468.88,5.875,0.0,1.6199999999999999
C-1631,enterprise,Monthly,2021-04-30,84,2024-12-29,1,174.7,33.1,2024-10-24,13.0,3.0,37478.979999999996,1.4545454545454546,0.0,2.0797619047619045
C-1632,professional,Annual,2022-08-31,13,2024-11-29,1,115.3,31.8,2024-11-29,7.0,7.0,22116.96,10.0,0.0,8.86923076923077
C-1633,starter,Annual,2021-02-28,1,2024-10-02,1,44.5,49.9,2024-10-02,3.0,10.0,4761.0,4.666666666666667,2.0,44.5
C-1634,starter,Annual,2022-05-31,4,2024-11-02,1,14.6,63.3,2024-11-02,2.0,6.0,1730.76,13.0,0.0,3.65
C-1635,professional,Monthly,2020-12-31,6,,0,31.0,24.1,2024-11-02,16.0,6.0,17903.039999999997,0.0,0.0,5.166666666666667
C-1636,enterprise,Monthly,2024-05-31,49,,0,264.9,20.8,2024-11-02,14.0,7.0,144694.05,1.3448275862068966,0.0,5.406122448979591
C-1637,starter,Monthly,2024-03-31,3,2024-11-21,1,48.7,61.7,2024-11-21,9.0,9.0,8039.639999999999,0.0,0.0,16.233333333333334
C-1638,starter,Annual,2021-03-31,5,2024-12-20,1,59.1,66.5,2024-12-20,11.0,9.5,3427.2000000000003,8.333333333333334,0.0,11.82
C-1639,professional,Annual,2021-11-30,11,2024-11-19,1,28.7,12.4,2024-11-19,2.0,1.5,9386.16,14.0,4.0,2.609090909090909
C-1640,enterprise,Monthly,2022-07-31,24,,0,143.5,45.8,2024-10-22,7.0,9.5,165035.13999999998,0.9285714285714286,0.0,5.979166666666667
C-1641,enterprise,Annual,2023-08-31,96,2024-11-13,1,248.4,14.1,2024-11-12,8.0,4.5,235193.28,4.25,0.0,2.5875
C-1642,starter,Monthly,2024-07-31,2,2024-10-31,1,58.1,18.8,2024-10-31,1.0,5.0,1390.68,2.111111111111111,0.0,29.05
C-1643,professional,Annual,2023-10-31,11,2024-11-01,1,149.7,41.3,2024-11-01,3.0,7.0,8619.119999999999,8.666666666666666,1.0,13.609090909090908
C-1644,starter,Monthly,2021-11-30,1,2024-11-03,1,31.7,58.3,2024-11-03,1.0,2.5,4415.97,0.358974358974359,0.0,31.7
C-1645,starter,Annual,2021-03-31,4,,0,12.5,10.1,2024-10-12,14.0,7.0,4048.32,0.75,0.0,3.125
C-1646,starter,Monthly,2023-12-31,1,2024-12-14,1,58.3,26.1,2024-12-14,5.0,6.5,967.12,0.0,0.0,58.3
C-1647,enterprise,Annual,2024-09-30,26,,0,100.6,64.7,2024-12-25,3.0,2.0,48155.399999999994,3.3333333333333335,0.0,3.869230769230769
C-1648,professional,Monthly,2021-04-30,3,2024-10-23,1,115.4,76.4,2024-10-23,2.0,4.0,20213.78,0.2608695652173913,0.0,38.46666666666667
C-1649,enterprise,Monthly,2024-03-31,63,2024-11-18,1,105.0,25.1,2024-11-18,10.0,5.0,67098.59999999999,1.4444444444444444,0.0,1.6666666666666667
C-1650,professional,Monthly,2024-10-31,7,2024-11-05,1,57.4,19.4,2024-10-02,2.0,9.0,5139.75,1.6666666666666667,0.0,8.2
C-1651,enterprise,Monthly,2024-09-30,88,2024-12-05,1,98.5,27.8,2024-12-05,2.0,2.0,11942.349999999999,3.0,0.0,1.1193181818181819
C-1652,enterprise,Annual,2024-03-31,75,,0,50.8,23.3,2024-10-03,3.0,5.0,35807.399999999994,6.333333333333333,0.0,0.6773333333333333
C-1653,enterprise,Annual,2023-06-30,57,,0,287.0,18.5,2024-10-23,5.0,8.0,54844.08,14.0,0.0,5.035087719298246
C-1654,professional,Monthly,2023-08-31,5,2024-11-27,1,94.8,60.4,2024-11-27,9.0,5.0,10117.57,0.5853658536585366,0.0,18.96
C-1655,professional,Monthly,2022-02-28,15,2024-11-09,1,118.2,22.8,2024-11-09,4.0,7.0,18162.239999999998,0.0,0.0,7.88
C-1656,starter,Monthly,2021-12-31,4,2024-10-12,1,23.3,68.8,2024-10-12,1.0,5.0,1244.88,0.23076923076923078,0.0,5.825
C-1657,enterprise,Annual,2022-03-31,10,2024-12-08,1,102.0,14.0,2024-12-08,3.0,3.0,228782.4,3.0,0.0,10.2
C-1658,enterprise,Monthly,2024-02-29,37,,0,127.8,66.3,2024-10-04,6.0,6.0,129053.6,0.0,0.0,3.454054054054054
C-1659,professional,Monthly,2023-07-31,5,,0,28.5,36.9,2024-11-05,6.0,0.0,14203.68,0.7083333333333334,0.0,5.7
C-1660,professional,Annual,2021-01-31,11,,0,75.8,20.7,2024-12-20,3.0,7.0,24735.96,3.3333333333333335,2.0,6.890909090909091
C-1661,starter,Monthly,2024-02-29,3,,0,8.7,43.4,2024-11-19,3.0,2.5,425.64,5.333333333333333,2.0,2.9
C-1662,starter,Monthly,2023-07-31,4,,0,33.0,70.4,2024-12-29,4.0,3.0,4619.25,1.48,0.0,8.25
C-1663,starter,Monthly,2021-08-31,5,2024-11-22,1,28.6,29.6,2024-10-16,3.0,0.0,3089.6,0.25,0.0,5.720000000000001
C-1664,starter,Monthly,2024-09-30,1,2024-10-16,1,52.3,51.8,2024-10-16,5.0,5.0,4210.24,0.3125,0.0,52.3
C-1665,enterprise,Monthly,2024-08-31,31,,0,290.6,57.1,2024-11-29,3.0,6.0,44820.579999999994,0.14285714285714285,0.0,9.374193548387098
C-1666,starter,Annual,2022-03-31,4,,0,15.7,32.2,2024-12-22,4.0,6.0,2432.88,0.0,0.0,3.925
C-1667,starter,Annual,2022-04-30,2,2024-11-19,1,9.0,22.3,2024-10-10,4.0,4.0,5676.75,7.333333333333333,2.0,4.5
C-1668,professional,Monthly,2022-06-30,12,,0,106.8,55.5,2024-10-07,13.0,6.0,20202.6,1.2666666666666666,0.0,8.9
C-1669,professional,Monthly,2022-01-31,6,,0,54.1,63.5,2024-12-14,14.0,9.5,5461.0599999999995,2.1363636363636362,0.0,9.016666666666667
C-1670,starter,Monthly,2023-08-31,5,2024-11-14,1,14.7,17.3,2024-10-24,4.0,1.0,243.9,6.5,0.0,2.94
C-1671,starter,Monthly,2022-06-30,3,,0,36.9,32.4,2024-11-19,4.0,9.5,735.57,0.0,0.0,12.299999999999999
C-1672,professional,Annual,2021-09-30,17,,0,123.2,64.3,2024-12-24,7.0,9.0,8333.52,7.0,4.0,7.247058823529412
C-1673,starter,Annual,2021-02-28,5,,0,16.8,43.6,2024-10-31,3.0,5.0,7618.56,3.0,0.0,3.3600000000000003
C-1674,enterprise,Monthly,2023-10-31,34,,0,195.5,56.7,2024-10-26,5.0,10.0,175839.47,0.5348837209302325,0.0,5.75
C-1675,professional,Annual,2023-11-30,19,2024-11-18,1,77.5,35.8,2024-11-18,3.0,0.0,18829.44,3.75,0.0,4.078947368421052
C-1676,professional,Monthly,2020-12-31,17,2024-11-11,1,73.9,92.4,2024-11-11,5.0,10.0,10835.57,0.4418604651162791,0.0,4.347058823529412
C-1677,professional,Annual,2024-05-31,8,,0,107.7,36.3,2024-11-22,5.0,4.5,27200.879999999997,3.3333333333333335,0.0,13.4625
C-1678,enterprise,Monthly,2024-05-31,87,2024-10-09,1,117.1,48.5,2024-10-09,1.0,3.0,191518.36,0.0,0.0,1.3459770114942529
C-1679,starter,Monthly,2022-01-31,3,2024-12-15,1,20.8,78.0,2024-12-15,3.0,9.0,3123.3999999999996,0.14285714285714285,0.0,6.933333333333334
C-1680,enterprise,Annual,2022-01-31,81,,0,175.7,18.5,2024-12-15,4.0,0.0,126633.24,5.0,0.0,2.169135802469136
C-1681,starter,Annual,2023-07-31,5,,0,15.6,69.6,2024-12-12,5.0,0.0,5135.4,4.333333333333333,0.0,3.12
C-1682,enterprise,Annual,2022-04-30,85,2024-10-25,1,278.9,47.3,2024-10-25,3.0,5.0,93320.64,9.666666666666666,2.0,3.281176470588235
C-1683,professional,Monthly,2023-12-31,3,,0,27.8,66.6,2024-10-30,17.0,1.5,12663.539999999999,0.7037037037037037,0.0,9.266666666666667
C-1684,starter,Annual,2021-10-31,3,,0,50.1,60.3,2024-12-13,3.0,2.0,1257.6,12.0,0.0,16.7
C-1685,enterprise,Monthly,2021-01-31,35,2024-11-12,1,113.1,46.7,2024-11-12,3.0,4.5,22200.2,2.4,0.0,3.2314285714285713
C-1686,starter,Monthly,2022-08-31,1,2024-12-16,1,19.3,27.9,2024-11-27,3.0,7.0,4121.92,0.3181818181818182,0.0,19.3
C-1687,starter,Annual,2023-11-30,4,2024-11-14,1,45.8,25.3,2024-11-14,10.0,4.5,4628.88,4.5,0.0,11.45
C-1688,starter,Annual,2021-03-31,5,2024-11-21,1,54.6,81.4,2024-11-21,7.0,0.0,7708.32,0.25,0.0,10.92
C-1689,enterprise,Monthly,2021-04-30,36,,0,291.7,71.8,2024-11-02,2.0,3.0,20585.28,0.625,0.0,8.102777777777778
C-1690,professional,Annual,2022-05-31,7,,0,143.7,77.4,2024-11-12,15.0,8.0,15339.84,4.75,0.0,20.52857142857143
C-1691,starter,Monthly,2024-01-31,2,2024-11-22,1,46.6,55.1,2024-11-22,6.0,3.5,4346.44,0.0,0.0,23.3
C-1692,professional,Annual,2024-07-31,6,,0,53.1,46.7,2024-10-09,9.0,8.5,9429.48,0.0,0.0,8.85
C-1693,starter,Annual,2022-11-30,3,2024-12-31,1,3.7,14.5,2024-12-31,10.0,7.0,3403.2,8.25,0.0,1.2333333333333334
C-1694,starter,Annual,2021-01-31,1,2024-10-27,1,31.7,14.0,2024-10-27,6.0,5.0,5764.68,9.0,1.0,31.7
C-1695,starter,Annual,2024-07-31,3,2024-10-26,1,17.4,57.3,2024-10-26,4.0,4.0,4983.36,8.5,1.0,5.8
C-1696,starter,Monthly,2022-11-30,5,,0,41.4,49.4,2024-12-22,11.0,6.5,623.2800000000001,8.428571428571429,0.0,8.28
C-1697,professional,Annual,2023-07-31,9,,0,141.6,48.8,2024-10-12,1.0,5.0,6659.04,10.0,2.0,15.733333333333333
C-1698,starter,Monthly,2021-05-31,2,2024-12-15,1,25.4,29.5,2024-11-01,9.0,10.0,5474.25,0.5777777777777777,0.0,12.7
C-1699,starter,Monthly,2022-05-31,5,2024-11-13,1,57.4,35.7,2024-11-13,9.0,5.0,2804.4,0.5,0.0,11.48
C-1700,professional,Monthly,2022-11-30,15,2024-10-21,1,73.1,74.9,2024-10-21,3.0,5.0,9934.65,0.7037037037037037,0.0,4.873333333333333
C-1701,professional,Monthly,2021-08-31,6,,0,104.9,18.0,2024-10-26,12.0,6.5,7011.84,2.1875,0.0,17.483333333333334
C-1702,enterprise,Monthly,2021-10-31,76,2024-10-22,1,79.4,52.0,2024-10-22,5.0,1.0,13809.96,0.0,0.0,1.0447368421052632
C-1703,starter,Annual,2021-09-30,1,,0,7.1,82.4,2024-12-10,0.0,3.0,1823.76,8.0,2.0,7.1
C-1704,professional,Annual,2024-04-30,5,,0,28.8,14.5,2024-12-15,2.0,0.0,28808.16,0.0,0.0,5.76
C-1705,enterprise,Monthly,2023-03-31,97,,0,298.8,50.4,2024-12-19,14.0,8.5,141858.44999999998,0.4666666666666667,0.0,3.0804123711340208
C-1706,starter,Monthly,2024-02-29,3,2024-11-28,1,12.0,78.3,2024-11-28,6.0,9.0,1769.24,5.2727272727272725,0.0,4.0
C-1707,enterprise,Annual,2023-12-31,92,2024-11-27,1,165.3,76.8,2024-11-27,11.0,4.0,39067.08,4.0,2.0,1.7967391304347828
C-1708,starter,Monthly,2024-04-30,2,2024-10-12,1,28.8,42.8,2024-10-12,0.0,4.0,4050.48,1.2619047619047619,0.0,14.4
C-1709,professional,Annual,2021-02-28,8,2024-12-15,1,20.2,58.6,2024-12-15,4.0,3.0,9037.32,9.0,4.0,2.525
C-1710,enterprise,Annual,2021-07-31,98,2024-11-26,1,152.6,30.5,2024-11-26,6.0,4.0,35242.2,15.0,0.0,1.5571428571428572
C-1711,enterprise,Annual,2023-01-31,93,2024-10-27,1,192.4,11.7,2024-10-27,3.0,5.0,37266.48,11.0,2.0,2.0688172043010753
C-1712,professional,Monthly,2022-01-31,7,2024-11-08,1,56.2,48.3,2024-11-08,1.0,2.5,3739.89,4.857142857142857,0.0,8.028571428571428
C-1713,enterprise,Annual,2024-06-30,97,2024-11-03,1,124.0,84.4,2024-11-03,5.0,7.0,81489.12,0.0,0.0,1.2783505154639174
C-1714,professional,Monthly,2023-07-31,8,,0,102.3,44.1,2024-11-06,2.0,0.0,11798.56,2.125,0.0,12.7875
C-1715,enterprise,Monthly,2022-12-31,12,2024-10-16,1,289.5,11.2,2024-10-16,1.0,5.0,45296.64,0.84375,0.0,24.125
C-1716,professional,Annual,2024-06-30,13,2024-12-31,1,54.9,63.7,2024-12-31,8.0,7.5,10200.599999999999,1.3333333333333333,0.0,4.223076923076923
C-1717,enterprise,Monthly,2022-07-31,12,,0,149.7,27.4,2024-10-24,11.0,3.0,102297.36,0.12121212121212122,0.0,12.475
C-1718,starter,Monthly,2023-03-31,3,,0,17.0,16.1,2024-12-24,14.0,8.0,838.3,0.8,0.0,5.666666666666667
C-1719,enterprise,Annual,2023-11-30,86,,0,196.0,33.0,2024-10-07,5.0,2.0,95550.24,5.0,0.0,2.2790697674418605
C-1720,starter,Monthly,2021-01-31,4,,0,45.8,20.2,2024-12-21,16.0,0.5,4472.5199999999995,0.7872340425531915,0.0,11.45
C-1721,enterprise,Monthly,2022-10-31,40,,0,276.8,64.7,2024-10-04,16.0,6.0,47340.8,4.8,0.0,6.92
C-1722,enterprise,Monthly,2021-12-31,48,,0,139.3,31.9,2024-12-12,4.0,8.5,38214.47,0.0,0.0,2.9020833333333336
C-1723,enterprise,Annual,2023-11-30,73,2024-12-10,1,209.3,78.2,2024-12-10,6.0,2.0,223547.04,9.25,1.0,2.867123287671233
C-1724,professional,Monthly,2023-07-31,14,2024-11-05,1,52.9,65.1,2024-11-05,5.0,5.0,662.06,0.0,0.0,3.7785714285714285
C-1725,starter,Annual,2020-12-31,5,2024-10-30,1,2.3,31.0,2024-10-30,3.0,5.0,1320.24,14.0,2.0,0.45999999999999996
C-1726,starter,Annual,2024-09-30,4,2024-11-02,1,32.1,91.2,2024-11-02,2.0,3.0,3720.96,3.6666666666666665,0.0,8.025
C-1727,enterprise,Monthly,2024-06-30,14,2024-10-06,1,197.5,25.7,2024-10-06,1.0,0.0,120498.90000000001,0.0,0.0,14.107142857142858
C-1728,professional,Annual,2024-02-29,8,,0,33.6,49.4,2024-12-12,4.0,10.0,15404.04,0.0,0.0,4.2
C-1729,professional,Monthly,2021-11-30,14,2024-10-08,1,94.7,23.5,2024-10-08,4.0,3.5,7534.06,0.5588235294117647,0.0,6.764285714285714
C-1730,starter,Monthly,2020-12-31,1,2024-12-23,1,27.9,16.7,2024-12-23,2.0,1.5,2955.04,1.6875,0.0,27.9
C-1731,starter,Annual,2022-05-31,2,2024-11-08,1,19.1,41.3,2024-11-08,2.0,5.5,4281.84,9.333333333333334,2.0,9.55
C-1732,starter,Annual,2022-11-30,1,,0,34.7,76.8,2024-12-16,16.0,6.5,8089.44,5.5,0.0,34.7
C-1733,professional,Annual,2023-09-30,8,,0,50.6,93.1,2024-12-03,4.0,4.0,24439.2,10.0,1.0,6.325
C-1734,enterprise,Monthly,2022-07-31,78,2024-11-21,1,80.2,50.8,2024-11-21,3.0,5.0,22649.77,4.3076923076923075,0.0,1.0282051282051283
C-1735,enterprise,Annual,2023-11-30,75,,0,260.0,90.2,2024-12-07,1.0,4.0,24721.2,7.0,0.0,3.466666666666667
C-1736,enterprise,Monthly,2021-08-31,83,,0,87.8,41.4,2024-11-27,0.0,9.0,82761.12,0.4791666666666667,0.0,1.0578313253012048
C-1737,enterprise,Annual,2021-05-31,99,2024-12-02,1,185.3,41.0,2024-12-02,12.0,5.0,48466.2,10.0,4.0,1.871717171717172
C-1738,professional,Annual,2024-11-30,7,,0,100.9,87.1,2024-10-03,7.0,10.0,18543.96,5.666666666666667,1.0,14.414285714285715
C-1739,starter,Annual,2021-05-31,1,,0,26.3,33.5,2024-11-03,14.0,8.0,1732.32,13.0,2.0,26.3
C-1740,enterprise,Annual,2022-05-31,18,2024-10-23,1,146.9,87.6,2024-10-23,4.0,3.0,38413.8,2.6666666666666665,0.0,8.161111111111111
C-1741,professional,Annual,2024-11-30,11,,0,130.1,33.2,2024-10-17,10.0,1.0,23395.32,0.0,0.0,11.827272727272726
C-1742,starter,Monthly,2023-03-31,2,2024-12-02,1,27.5,37.4,2024-12-02,9.0,0.5,2555.78,3.6470588235294117,0.0,13.75
C-1743,professional,Monthly,2023-06-30,8,,0,85.4,82.6,2024-12-15,0.0,2.0,9002.88,1.0,0.0,10.675
C-1744,enterprise,Annual,2021-06-30,57,,0,276.6,23.4,2024-12-10,11.0,7.5,34033.68,3.0,4.0,4.852631578947369
C-1745,enterprise,Monthly,2023-02-28,38,2024-11-12,1,225.3,34.4,2024-11-12,8.0,4.0,17736.72,10.75,0.0,5.928947368421053
C-1746,professional,Annual,2024-10-31,17,2024-11-09,1,80.5,19.3,2024-11-09,5.0,5.0,22248.0,5.5,0.0,4.735294117647059
C-1747,enterprise,Annual,2023-10-31,46,2024-10-14,1,276.6,86.2,2024-10-14,1.0,5.0,105202.56,4.75,0.0,6.01304347826087
C-1748,professional,Monthly,2023-10-31,18,2024-11-10,1,97.4,18.0,2024-11-10,6.0,5.0,17388.28,0.6153846153846154,0.0,5.411111111111111
C-1749,starter,Monthly,2022-05-31,2,,0,3.1,74.3,2024-10-23,0.0,1.0,1409.72,0.0,0.0,1.55
C-1750,starter,Monthly,2021-03-31,1,2024-11-09,1,15.7,94.3,2024-11-09,3.0,2.0,5307.719999999999,0.5909090909090909,0.0,15.7
C-1751,starter,Monthly,2024-09-30,2,2024-10-27,1,14.1,25.8,2024-10-27,0.0,1.0,6794.34,0.5476190476190477,0.0,7.05
C-1752,professional,Monthly,2021-01-31,12,,0,53.6,84.3,2024-10-08,10.0,3.5,24294.079999999998,0.5806451612903226,0.0,4.466666666666667
C-1753,enterprise,Annual,2024-06-30,100,,0,278.4,61.0,2024-11-24,7.0,3.5,31961.88,14.0,2.0,2.784
C-1754,professional,Monthly,2023-12-31,15,2024-10-20,1,23.1,57.4,2024-10-20,5.0,9.5,1420.08,2.3333333333333335,0.0,1.54
C-1755,enterprise,Annual,2023-12-31,87,2024-12-07,1,168.1,92.8,2024-12-07,2.0,6.0,31357.2,7.0,0.0,1.9321839080459768
C-1756,professional,Monthly,2023-01-31,9,2024-10-26,1,136.7,87.5,2024-10-26,4.0,5.0,25336.8,0.6444444444444445,0.0,15.188888888888888
C-1757,starter,Monthly,2022-08-31,2,2024-11-21,1,6.8,86.4,2024-11-21,5.0,9.0,305.72,0.0,0.0,3.4
C-1758,professional,Monthly,2021-10-31,6,,0,112.2,61.7,2024-11-21,7.0,7.5,7570.5,0.24,0.0,18.7
C-1759,enterprise,Annual,2023-03-31,79,2024-12-28,1,218.1,25.6,2024-12-28,8.0,1.0,42365.76,6.0,0.0,2.760759493670886
C-1760,professional,Monthly,2022-06-30,5,,0,26.1,56.0,2024-12-12,4.0,4.0,5904.78,1.2352941176470589,0.0,5.220000000000001
C-1761,starter,Monthly,2022-12-31,2,2024-12-10,1,14.0,92.6,2024-12-10,13.0,5.0,5158.71,1.0465116279069768,0.0,7.0
C-1762,professional,Monthly,2024-05-31,16,,0,47.7,85.4,2024-10-25,9.0,1.0,12715.89,0.3548387096774194,0.0,2.98125
C-1763,starter,Annual,2021-01-31,1,2024-12-23,1,37.7,57.3,2024-12-23,11.0,7.5,4575.530000000001,4.333333333333333,0.0,37.7
C-1764,professional,Monthly,2022-12-31,19,,0,65.5,38.6,2024-12-26,10.0,6.0,25983.600000000002,0.525,0.0,3.4473684210526314
C-1765,enterprise,Monthly,2022-10-31,16,,0,223.5,89.5,2024-12-25,5.0,8.0,165657.19999999998,0.13157894736842105,0.0,13.96875
C-1766,professional,Annual,2023-08-31,13,,0,41.4,50.2,2024-12-25,10.0,2.0,27375.36,2.25,0.0,3.1846153846153844
C-1767,starter,Annual,2024-04-30,2,,0,53.4,91.5,2024-11-14,7.0,4.5,1791.72,12.0,1.0,26.7
C-1768,professional,Monthly,2022-09-30,3,2024-10-23,1,52.1,48.5,2024-10-23,2.0,3.0,10927.28,0.7894736842105263,0.0,17.366666666666667
C-1769,professional,Annual,2022-10-31,18,,0,68.8,54.2,2024-11-05,2.0,5.0,4111.56,0.0,0.0,3.822222222222222
C-1770,professional,Monthly,2023-10-31,12,,0,82.8,11.1,2024-11-03,3.0,3.0,5311.200000000001,2.1666666666666665,0.0,6.8999999999999995
C-1771,starter,Annual,2023-01-31,1,,0,17.9,28.5,2024-11-25,2.0,10.0,1499.16,13.0,4.0,17.9
C-1772,starter,Monthly,2023-02-28,5,,0,6.6,40.8,2024-12-29,11.0,10.0,3558.1,0.391304347826087,0.0,1.3199999999999998
C-1773,starter,Monthly,2021-10-31,2,2024-11-10,1,12.4,55.7,2024-11-10,6.0,5.0,3627.6,0.85,0.0,6.2
C-1774,enterprise,Monthly,2024-03-31,72,2024-12-07,1,70.5,75.7,2024-12-07,14.0,7.0,105595.53,1.7826086956521738,0.0,0.9791666666666666
C-1775,professional,Monthly,2024-03-31,18,,0,145.3,10.5,2024-12-02,10.0,4.0,12316.85,1.2,0.0,8.072222222222223
C-1776,professional,Annual,2023-02-28,5,,0,74.9,84.8,2024-10-23,3.0,10.0,5550.24,10.0,1.0,14.98
C-1777,starter,Annual,2023-04-30,4,2024-11-08,1,36.3,18.8,2024-11-08,3.0,5.5,2808.72,0.0,0.0,9.075
C-1778,professional,Annual,2022-04-30,13,2024-10-17,1,85.7,26.5,2024-10-17,5.0,9.0,19156.8,7.5,3.0,6.592307692307693
C-1779,professional,Monthly,2021-06-30,4,,0,74.5,63.0,2024-12-22,11.0,0.5,2733.06,4.833333333333333,0.0,18.625
C-1780,enterprise,Monthly,2022-07-31,70,,0,125.7,26.5,2024-12-21,6.0,6.5,58014.21,1.1379310344827587,0.0,1.7957142857142858
C-1781,professional,Monthly,2024-11-30,17,,0,136.4,12.0,2024-10-26,1.0,10.0,10013.43,1.0476190476190477,0.0,8.023529411764706
C-1782,professional,Monthly,2021-01-31,16,2024-12-10,1,122.9,34.1,2024-12-10,7.0,7.5,5034.12,1.7692307692307692,0.0,7.68125
C-1783,starter,Annual,2023-09-30,2,,0,26.7,50.2,2024-12-21,2.0,10.0,8335.2,3.25,0.0,13.35
C-1784,enterprise,Monthly,2023-03-31,78,,0,206.0,16.9,2024-11-14,2.0,1.5,117741.78,0.7692307692307693,0.0,2.641025641025641
C-1785,professional,Monthly,2022-03-31,6,,0,71.7,45.9,2024-11-09,10.0,0.0,14235.84,0.8055555555555556,0.0,11.950000000000001
C-1786,professional,Monthly,2023-04-30,13,,0,51.0,38.0,2024-10-27,6.0,8.0,9324.25,0.23076923076923078,0.0,3.923076923076923
C-1787,starter,Annual,2023-04-30,3,,0,39.7,82.3,2024-10-19,10.0,9.0,3293.28,6.0,0.0,13.233333333333334
C-1788,enterprise,Annual,2022-03-31,60,,0,284.3,46.5,2024-12-05,11.0,5.0,40009.44,7.0,0.0,4.738333333333333
C-1789,enterprise,Annual,2023-01-31,78,,0,55.4,89.3,2024-12-26,0.0,0.0,38196.72,2.0,0.0,0.7102564102564103
C-1790,professional,Monthly,2024-05-31,19,,0,21.7,80.1,2024-11-22,10.0,5.0,2879.3999999999996,6.166666666666667,0.0,1.1421052631578947
C-1791,starter,Annual,2022-03-31,4,2024-10-15,1,42.3,39.4,2024-10-15,2.0,4.0,2316.12,7.0,0.0,10.575
C-1792,enterprise,Monthly,2023-02-28,57,2024-10-18,1,289.2,27.2,2024-10-18,1.0,1.0,45115.35,0.6571428571428571,0.0,5.073684210526316
C-1793,professional,Annual,2020-12-31,8,2024-12-13,1,35.1,34.5,2024-12-04,5.0,8.0,20958.24,0.0,0.0,4.3875
C-1794,professional,Annual,2024-05-31,17,,0,25.8,49.2,2024-11-22,11.0,6.0,26266.68,0.0,0.0,1.5176470588235293
